Code,Borough_Name,quarterly_month,Unemployment.rate.aged.16...64,Unemployment.rate.aged.16,Unemployment.rate.ethnic.minority,Ethnic.minority.aged.16.64.who.are.economically.inactive,Year,Month,Q_Month
E09000009,EALING,Oct-Dec ,4.4,4.6,7.2,32,2018,10,Q4
E09000009,EALING,Jan-Mar ,4.4,4.5,7.2,28.3,2019,1,Q1
E09000009,EALING,Apr-Jun ,3.7,3.6,4.4,27.6,2019,4,Q2
E09000009,EALING,Jul-Sep ,4.8,4.7,6.4,28.8,2019,7,Q3
E09000009,EALING,Oct-Dec ,5.5,5.4,8.3,22.5,2019,10,Q4
E09000009,EALING,Jan-Mar ,6.2,6.1,10,21.9,2020,1,Q1
E09000009,EALING,Apr-Jun ,4.5,4.5,9.6,21.8,2020,4,Q2
E09000009,EALING,Jul-Sep ,5.1,5.4,11.1,19.3,2020,7,Q3
E09000009,EALING,Oct-Dec ,6.2,6.4,13.2,20.9,2020,10,Q4
E09000009,EALING,Jan-Mar ,6.4,6.7,12,22.5,2021,1,Q1
E09000009,EALING,Apr-Jun ,8.3,8.5,13.8,21.9,2021,4,Q2
E09000009,EALING,Jul-Sep ,6.7,6.5,10.7,21.4,2021,7,Q3
E09000009,EALING,Oct-Dec ,6.5,6.3,8.5,23.6,2021,10,Q4
E09000010,ENFIELD,Jan-Mar ,10.6,10.4,12.3,28.1,2012,1,Q1
E09000010,ENFIELD,Apr-Jun ,9.4,9.2,11,25,2012,4,Q2
E09000010,ENFIELD,Jul-Sep ,9.5,9.3,9.4,25,2012,7,Q3
E09000010,ENFIELD,Oct-Dec ,8.1,7.8,8.2,27.5,2012,10,Q4
E09000010,ENFIELD,Jan-Mar ,8.3,8.1,9.6,27.2,2013,1,Q1
E09000010,ENFIELD,Apr-Jun ,7.5,7.3,9.8,26.7,2013,4,Q2
E09000010,ENFIELD,Jul-Sep ,6.8,6.6,10.2,26.3,2013,7,Q3
E09000010,ENFIELD,Oct-Dec ,6.4,6.3,8.8,24.3,2013,10,Q4
E09000010,ENFIELD,Jan-Mar ,7.1,7,8.3,24.6,2014,1,Q1
E09000010,ENFIELD,Apr-Jun ,5.9,5.8,6.3,29,2014,4,Q2
E09000010,ENFIELD,Jul-Sep ,5,5,6.1,26.2,2014,7,Q3
E09000010,ENFIELD,Oct-Dec ,4.2,4.5,6.3,26.3,2014,10,Q4
E09000010,ENFIELD,Jan-Mar ,3.5,3.8,5.6,26.7,2015,1,Q1
E09000010,ENFIELD,Apr-Jun ,4.7,5,5.6,26.6,2015,4,Q2
E09000010,ENFIELD,Jul-Sep ,5.8,5.9,5.8,26,2015,7,Q3
E09000010,ENFIELD,Oct-Dec ,5.6,5.5,4.4,28.1,2015,10,Q4
E09000010,ENFIELD,Jan-Mar ,5.7,5.7,7.7,27.8,2016,1,Q1
E09000010,ENFIELD,Apr-Jun ,6.8,6.8,8.7,25.2,2016,4,Q2
E09000010,ENFIELD,Jul-Sep ,6.9,6.9,9.7,29.8,2016,7,Q3
E09000010,ENFIELD,Oct-Dec ,6.8,6.9,10.3,26.8,2016,10,Q4
E09000010,ENFIELD,Jan-Mar ,6.6,6.5,8.7,26,2017,1,Q1
E09000010,ENFIELD,Apr-Jun ,5.7,5.5,6,25.5,2017,4,Q2
E09000010,ENFIELD,Jul-Sep ,5.5,5.3,4.3,24.4,2017,7,Q3
E09000010,ENFIELD,Oct-Dec ,5.8,5.6,5.1,25.2,2017,10,Q4
E09000010,ENFIELD,Jan-Mar ,5,4.8,3.5,27,2018,1,Q1
E09000010,ENFIELD,Apr-Jun ,4.2,4.1,3.8,28.3,2018,4,Q2
E09000010,ENFIELD,Jul-Sep ,4.7,4.5,4.1,30,2018,7,Q3
E09000010,ENFIELD,Oct-Dec ,5.6,5.3,5.2,33.8,2018,10,Q4
E09000010,ENFIELD,Jan-Mar ,7.6,7.3,8.1,30.5,2019,1,Q1
E09000010,ENFIELD,Apr-Jun ,7.6,7.4,10.3,27.8,2019,4,Q2
E09000010,ENFIELD,Jul-Sep ,6.2,5.9,10.1,30.1,2019,7,Q3
E09000010,ENFIELD,Oct-Dec ,6.5,6.2,9.2,23.6,2019,10,Q4
E09000010,ENFIELD,Jan-Mar ,6.2,6,7.3,28,2020,1,Q1
E09000010,ENFIELD,Apr-Jun ,5.9,5.7,6.4,33.1,2020,4,Q2
E09000010,ENFIELD,Jul-Sep ,7.8,7.6,8.4,26.4,2020,7,Q3
E09000010,ENFIELD,Oct-Dec ,6.4,6.2,6.4,23.5,2020,10,Q4
E09000010,ENFIELD,Jan-Mar ,5.1,5,7.9,28.4,2021,1,Q1
E09000010,ENFIELD,Apr-Jun ,6.2,6,6.2,26,2021,4,Q2
E09000010,ENFIELD,Jul-Sep ,6.1,5.9,7.2,29.9,2021,7,Q3
E09000010,ENFIELD,Oct-Dec ,5.2,5,6.3,34.8,2021,10,Q4
E09000011,GREENWICH,Jan-Mar ,10.7,10.5,13.7,25.7,2012,1,Q1
E09000011,GREENWICH,Apr-Jun ,10.9,10.7,13.8,25.1,2012,4,Q2
E09000011,GREENWICH,Jul-Sep ,9.9,9.7,13.8,25.9,2012,7,Q3
E09000011,GREENWICH,Oct-Dec ,11.2,10.9,15.1,24.9,2012,10,Q4
E09000011,GREENWICH,Jan-Mar ,10.9,10.7,15,24.9,2013,1,Q1
E09000011,GREENWICH,Apr-Jun ,11.2,10.9,14.5,30.4,2013,4,Q2
E09000011,GREENWICH,Jul-Sep ,10.6,10.4,15.2,31.7,2013,7,Q3
E09000011,GREENWICH,Oct-Dec ,11.2,10.9,13.3,30.8,2013,10,Q4
E09000011,GREENWICH,Jan-Mar ,10.7,10.4,11.5,28.5,2014,1,Q1
E09000011,GREENWICH,Apr-Jun ,10.1,10.1,11.3,23.8,2014,4,Q2
E09000011,GREENWICH,Jul-Sep ,9.5,9.6,8.7,21.7,2014,7,Q3
E09000011,GREENWICH,Oct-Dec ,7.8,7.9,8.6,26.1,2014,10,Q4
E09000011,GREENWICH,Jan-Mar ,7.9,7.9,11.7,27.6,2015,1,Q1
E09000011,GREENWICH,Apr-Jun ,7.5,7.4,10.2,28,2015,4,Q2
E09000011,GREENWICH,Jul-Sep ,7.4,7.3,11.1,27.4,2015,7,Q3
E09000011,GREENWICH,Oct-Dec ,8.7,8.5,13,23.3,2015,10,Q4
E09000011,GREENWICH,Jan-Mar ,7.2,7.1,9.9,25.3,2016,1,Q1
E09000011,GREENWICH,Apr-Jun ,6.3,6.2,10.3,27.6,2016,4,Q2
E09000011,GREENWICH,Jul-Sep ,6.9,6.7,8.9,28.2,2016,7,Q3
E09000011,GREENWICH,Oct-Dec ,5.9,5.9,8.5,27.1,2016,10,Q4
E09000011,GREENWICH,Jan-Mar ,6.2,6.3,9.1,26.3,2017,1,Q1
E09000011,GREENWICH,Apr-Jun ,6.3,6.4,8.8,28,2017,4,Q2
E09000011,GREENWICH,Jul-Sep ,6.2,6.4,7.8,29.8,2017,7,Q3
E09000011,GREENWICH,Oct-Dec ,5.8,6.1,5.9,35.3,2017,10,Q4
E09000011,GREENWICH,Jan-Mar ,6.3,6.5,7.1,34.1,2018,1,Q1
E09000011,GREENWICH,Apr-Jun ,5.8,6,5.8,29.5,2018,4,Q2
E09000011,GREENWICH,Jul-Sep ,3.7,3.7,4.9,26.9,2018,7,Q3
E09000011,GREENWICH,Oct-Dec ,4.5,4.4,7,25.4,2018,10,Q4
E09000011,GREENWICH,Jan-Mar ,4.7,4.6,6.7,25,2019,1,Q1
E09000011,GREENWICH,Apr-Jun ,5.4,5.6,7.9,21.4,2019,4,Q2
E09000011,GREENWICH,Jul-Sep ,6,6,8.2,22.5,2019,7,Q3
E09000011,GREENWICH,Oct-Dec ,5,5.1,6,22.4,2019,10,Q4
E09000011,GREENWICH,Jan-Mar ,6.3,6.3,5.5,20.3,2020,1,Q1
E09000011,GREENWICH,Apr-Jun ,6.5,6.3,5.6,19.2,2020,4,Q2
E09000011,GREENWICH,Jul-Sep ,7.2,7,8.2,18.9,2020,7,Q3
E09000011,GREENWICH,Oct-Dec ,8,7.9,9.4,15.9,2020,10,Q4
E09000011,GREENWICH,Jan-Mar ,8.7,8.6,12.8,18,2021,1,Q1
E09000011,GREENWICH,Apr-Jun ,8.6,8.3,13.3,23.5,2021,4,Q2
E09000011,GREENWICH,Jul-Sep ,7.2,7,11.8,24.6,2021,7,Q3
E09000011,GREENWICH,Oct-Dec ,4.9,4.8,8.7,26,2021,10,Q4
E09000012,HACKNEY,Jan-Mar ,9.4,9.4,17,42.7,2012,1,Q1
E09000012,HACKNEY,Apr-Jun ,10.2,10.1,18.6,42.1,2012,4,Q2
E09000012,HACKNEY,Jul-Sep ,10.9,10.8,18.3,42.7,2012,7,Q3
E09000012,HACKNEY,Oct-Dec ,11.3,11.3,20.2,40.7,2012,10,Q4
E09000012,HACKNEY,Jan-Mar ,11,10.9,18,40.8,2013,1,Q1
E09000012,HACKNEY,Apr-Jun ,11.1,11.1,18.2,37.6,2013,4,Q2
E09000012,HACKNEY,Jul-Sep ,9,8.9,15.3,37.1,2013,7,Q3
E09000012,HACKNEY,Oct-Dec ,9.5,9.4,15.8,37.2,2013,10,Q4
E09000012,HACKNEY,Jan-Mar ,8.3,8.2,15.9,38.8,2014,1,Q1
E09000012,HACKNEY,Apr-Jun ,7.3,7.2,11.3,41.4,2014,4,Q2
E09000012,HACKNEY,Jul-Sep ,7.1,7,10.9,38.6,2014,7,Q3
E09000012,HACKNEY,Oct-Dec ,6.4,6.5,9.7,39.2,2014,10,Q4
E09000012,HACKNEY,Jan-Mar ,5.8,5.9,8.2,36.5,2015,1,Q1
E09000012,HACKNEY,Apr-Jun ,5.7,5.8,10.4,36.2,2015,4,Q2
E09000012,HACKNEY,Jul-Sep ,6.8,6.9,10.7,40.9,2015,7,Q3
E09000012,HACKNEY,Oct-Dec ,6.7,6.6,10.9,38.1,2015,10,Q4
E09000012,HACKNEY,Jan-Mar ,7.8,7.7,12.7,36.7,2016,1,Q1
E09000012,HACKNEY,Apr-Jun ,6.4,6.3,9.6,32.6,2016,4,Q2
E09000012,HACKNEY,Jul-Sep ,4.4,4.4,7.6,33.7,2016,7,Q3
E09000012,HACKNEY,Oct-Dec ,3.2,3.1,5.4,33.4,2016,10,Q4
E09000012,HACKNEY,Jan-Mar ,2.6,2.6,4.2,35.8,2017,1,Q1
E09000012,HACKNEY,Apr-Jun ,3.4,3.4,5.8,37.6,2017,4,Q2
E09000012,HACKNEY,Jul-Sep ,5.2,5.1,9,34.8,2017,7,Q3
E09000012,HACKNEY,Oct-Dec ,6,6,10.5,36.8,2017,10,Q4
E09000012,HACKNEY,Jan-Mar ,5.8,5.9,11.1,36.7,2018,1,Q1
E09000012,HACKNEY,Apr-Jun ,5.9,6,12.4,34.4,2018,4,Q2
E09000012,HACKNEY,Jul-Sep ,4.3,4.3,10.8,36.1,2018,7,Q3
E09000012,HACKNEY,Oct-Dec ,3.9,3.8,10.5,34.2,2018,10,Q4
E09000012,HACKNEY,Jan-Mar ,4.4,4.4,11.3,35.2,2019,1,Q1
E09000012,HACKNEY,Apr-Jun ,4.6,4.8,11,34,2019,4,Q2
E09000012,HACKNEY,Jul-Sep ,4.2,4.3,9.2,35.3,2019,7,Q3
E09000012,HACKNEY,Oct-Dec ,4.9,5,9.1,36.8,2019,10,Q4
E09000012,HACKNEY,Jan-Mar ,4.3,4.4,5.5,32.1,2020,1,Q1
E09000012,HACKNEY,Apr-Jun ,5.7,5.6,12.2,34.4,2020,4,Q2
E09000012,HACKNEY,Jul-Sep ,6.9,7.3,9.4,24,2020,7,Q3
E09000012,HACKNEY,Oct-Dec ,6.8,7.2,9.7,22,2020,10,Q4
E09000012,HACKNEY,Jan-Mar ,5.7,6.3,10.9,17,2021,1,Q1
E09000012,HACKNEY,Apr-Jun ,4.1,4.7,7.2,13.3,2021,4,Q2
E09000012,HACKNEY,Jul-Sep ,4.7,5.2,12,23.4,2021,7,Q3
E09000012,HACKNEY,Oct-Dec ,4.8,5.2,6.7,22.8,2021,10,Q4
E09000013,HAMMERSMITH AND FULHAM,Jan-Mar ,9.4,9.2,14.7,27.8,2012,1,Q1
E09000013,HAMMERSMITH AND FULHAM,Apr-Jun ,7.7,7.7,13.6,30.2,2012,4,Q2
E09000013,HAMMERSMITH AND FULHAM,Jul-Sep ,7.3,7.2,13.8,32.1,2012,7,Q3
E09000013,HAMMERSMITH AND FULHAM,Oct-Dec ,7.5,7.6,16.1,33.4,2012,10,Q4
E09000013,HAMMERSMITH AND FULHAM,Jan-Mar ,6,6.1,15,36.1,2013,1,Q1
E09000013,HAMMERSMITH AND FULHAM,Apr-Jun ,6.6,6.5,13.6,34.7,2013,4,Q2
E09000013,HAMMERSMITH AND FULHAM,Jul-Sep ,6.1,6.1,8.4,32.3,2013,7,Q3
E09000013,HAMMERSMITH AND FULHAM,Oct-Dec ,4.8,4.7,6,30.1,2013,10,Q4
E09000013,HAMMERSMITH AND FULHAM,Jan-Mar ,5.4,5.3,4.5,29.6,2014,1,Q1
E09000013,HAMMERSMITH AND FULHAM,Apr-Jun ,3.9,3.9,2.5,27.2,2014,4,Q2
E09000013,HAMMERSMITH AND FULHAM,Jul-Sep ,3.9,3.9,4.7,24.4,2014,7,Q3
E09000013,HAMMERSMITH AND FULHAM,Oct-Dec ,4.9,4.9,7.1,22.3,2014,10,Q4
E09000013,HAMMERSMITH AND FULHAM,Jan-Mar ,4.9,4.8,7.7,25.6,2015,1,Q1
E09000013,HAMMERSMITH AND FULHAM,Apr-Jun ,5,4.9,10,26.5,2015,4,Q2
E09000013,HAMMERSMITH AND FULHAM,Jul-Sep ,4.3,4.2,6.9,30.8,2015,7,Q3
E09000013,HAMMERSMITH AND FULHAM,Oct-Dec ,3.3,3.2,3.9,31.8,2015,10,Q4
E09000013,HAMMERSMITH AND FULHAM,Jan-Mar ,3.1,3,4,26.3,2016,1,Q1
E09000013,HAMMERSMITH AND FULHAM,Apr-Jun ,2.8,2.8,2.7,29.9,2016,4,Q2
E09000013,HAMMERSMITH AND FULHAM,Jul-Sep ,3.4,3.5,3.6,28.5,2016,7,Q3
E09000013,HAMMERSMITH AND FULHAM,Oct-Dec ,3.9,3.9,4.4,28.4,2016,10,Q4
E09000013,HAMMERSMITH AND FULHAM,Jan-Mar ,3.9,3.9,4.4,29.3,2017,1,Q1
E09000013,HAMMERSMITH AND FULHAM,Apr-Jun ,3.5,3.4,5.4,25.8,2017,4,Q2
E09000013,HAMMERSMITH AND FULHAM,Jul-Sep ,4.7,4.6,9.9,23,2017,7,Q3
E09000013,HAMMERSMITH AND FULHAM,Oct-Dec ,4.4,4.5,9.8,24.5,2017,10,Q4
E09000013,HAMMERSMITH AND FULHAM,Jan-Mar ,5.2,5.4,10.2,22.6,2018,1,Q1
E09000013,HAMMERSMITH AND FULHAM,Apr-Jun ,6.1,6.2,10.6,20.5,2018,4,Q2
E09000013,HAMMERSMITH AND FULHAM,Jul-Sep ,5.8,5.7,9,26.4,2018,7,Q3
E09000013,HAMMERSMITH AND FULHAM,Oct-Dec ,5.1,5.1,7.8,29.8,2018,10,Q4
E09000013,HAMMERSMITH AND FULHAM,Jan-Mar ,3.6,3.7,4.8,37.6,2019,1,Q1
E09000013,HAMMERSMITH AND FULHAM,Apr-Jun ,3.5,3.6,3.3,35.7,2019,4,Q2
E09000013,HAMMERSMITH AND FULHAM,Jul-Sep ,3.3,3.4,2.9,35.6,2019,7,Q3
E09000013,HAMMERSMITH AND FULHAM,Oct-Dec ,3.9,3.8,10.6,30.1,2019,10,Q4
E09000013,HAMMERSMITH AND FULHAM,Jan-Mar ,6.5,6.5,7.9,25.5,2020,1,Q1
E09000013,HAMMERSMITH AND FULHAM,Apr-Jun ,7.5,7.6,7.4,24.4,2020,4,Q2
E09000013,HAMMERSMITH AND FULHAM,Jul-Sep ,7.3,7.3,7,22.7,2020,7,Q3
E09000013,HAMMERSMITH AND FULHAM,Oct-Dec ,8.2,8.2,12.5,29.2,2020,10,Q4
E09000013,HAMMERSMITH AND FULHAM,Jan-Mar ,5.3,5.2,6.1,22.9,2021,1,Q1
E09000013,HAMMERSMITH AND FULHAM,Apr-Jun ,5.2,5.3,7.2,27.6,2021,4,Q2
E09000013,HAMMERSMITH AND FULHAM,Jul-Sep ,5.5,5.5,8.1,28,2021,7,Q3
E09000013,HAMMERSMITH AND FULHAM,Oct-Dec ,3,3,9.4,20.3,2021,10,Q4
E09000014,HARINGEY,Jan-Mar ,8.3,8.3,14.5,33.5,2012,1,Q1
E09000014,HARINGEY,Apr-Jun ,8.8,8.8,15.1,29.4,2012,4,Q2
E09000014,HARINGEY,Jul-Sep ,9,9,17.4,34.4,2012,7,Q3
E09000014,HARINGEY,Oct-Dec ,9.5,9.4,20,32.1,2012,10,Q4
E09000014,HARINGEY,Jan-Mar ,8.6,8.4,17.2,31.2,2013,1,Q1
E09000014,HARINGEY,Apr-Jun ,8.9,8.6,17.6,32.4,2013,4,Q2
E09000014,HARINGEY,Jul-Sep ,8.4,8.2,15.7,29.1,2013,7,Q3
E09000014,HARINGEY,Oct-Dec ,8.3,8.1,14.1,31,2013,10,Q4
E09000014,HARINGEY,Jan-Mar ,8.3,8.1,13.3,33.5,2014,1,Q1
E09000014,HARINGEY,Apr-Jun ,7.2,7.1,11.5,32,2014,4,Q2
E09000014,HARINGEY,Jul-Sep ,6.2,6,10.5,35.6,2014,7,Q3
E09000014,HARINGEY,Oct-Dec ,5.6,5.5,9.7,34.9,2014,10,Q4
E09000014,HARINGEY,Jan-Mar ,5.6,5.5,11.6,34.1,2015,1,Q1
E09000014,HARINGEY,Apr-Jun ,6.3,6.1,12.1,31.9,2015,4,Q2
E09000014,HARINGEY,Jul-Sep ,5.6,5.5,10.5,26.9,2015,7,Q3
E09000014,HARINGEY,Oct-Dec ,4.7,4.6,7.8,30.5,2015,10,Q4
E09000014,HARINGEY,Jan-Mar ,4.7,4.5,6.6,29.7,2016,1,Q1
E09000014,HARINGEY,Apr-Jun ,3.9,3.8,6,29.7,2016,4,Q2
E09000014,HARINGEY,Jul-Sep ,7,6.8,12.8,32.4,2016,7,Q3
E09000014,HARINGEY,Oct-Dec ,8.1,7.8,14,34.1,2016,10,Q4
E09000014,HARINGEY,Jan-Mar ,7.8,7.5,15.6,37.1,2017,1,Q1
E09000014,HARINGEY,Apr-Jun ,7,6.8,15,35.2,2017,4,Q2
E09000014,HARINGEY,Jul-Sep ,5.7,5.6,12.5,35.8,2017,7,Q3
E09000014,HARINGEY,Oct-Dec ,5.1,5,13,31.4,2017,10,Q4
E09000014,HARINGEY,Jan-Mar ,4.9,4.8,11.5,31.9,2018,1,Q1
E09000014,HARINGEY,Apr-Jun ,5.5,5.4,12.5,31.1,2018,4,Q2
E09000014,HARINGEY,Jul-Sep ,3.8,3.7,7.9,30.3,2018,7,Q3
E09000014,HARINGEY,Oct-Dec ,2.8,2.7,5.1,31.8,2018,10,Q4
E09000014,HARINGEY,Jan-Mar ,2.8,2.7,4,26.2,2019,1,Q1
E09000014,HARINGEY,Apr-Jun ,2.9,2.8,12.4,27.6,2019,4,Q2
E09000014,HARINGEY,Jul-Sep ,2.4,2.3,11.9,27.6,2019,7,Q3
E09000014,HARINGEY,Oct-Dec ,3,2.9,14.1,25,2019,10,Q4
E09000014,HARINGEY,Jan-Mar ,5.4,5.3,8.1,29.3,2020,1,Q1
E09000014,HARINGEY,Apr-Jun ,6.4,6.3,12.1,29.8,2020,4,Q2
E09000014,HARINGEY,Jul-Sep ,7.3,7,10.8,29,2020,7,Q3
E09000014,HARINGEY,Oct-Dec ,5.8,5.7,10,32,2020,10,Q4
E09000014,HARINGEY,Jan-Mar ,4.6,4.5,7.5,30,2021,1,Q1
E09000014,HARINGEY,Apr-Jun ,3.2,3.1,5.4,31,2021,4,Q2
E09000014,HARINGEY,Jul-Sep ,3.4,3.3,5.1,30.4,2021,7,Q3
E09000014,HARINGEY,Oct-Dec ,4.1,4,5.7,27.2,2021,10,Q4
E09000015,HARROW,Jan-Mar ,8.5,8.4,9.7,25,2012,1,Q1
E09000015,HARROW,Apr-Jun ,8.6,8.4,9.6,25.5,2012,4,Q2
E09000015,HARROW,Jul-Sep ,9,8.9,10.5,27.1,2012,7,Q3
E09000015,HARROW,Oct-Dec ,9.1,8.8,11.6,27,2012,10,Q4
E09000015,HARROW,Jan-Mar ,9.9,9.6,11.6,29,2013,1,Q1
E09000015,HARROW,Apr-Jun ,9.2,9,11.1,29.2,2013,4,Q2
E09000015,HARROW,Jul-Sep ,8.6,8.3,10.1,27.6,2013,7,Q3
E09000015,HARROW,Oct-Dec ,6.6,6.4,8.4,27.1,2013,10,Q4
E09000015,HARROW,Jan-Mar ,5.2,5,8.1,26.9,2014,1,Q1
E09000015,HARROW,Apr-Jun ,4.6,4.4,6.7,25.7,2014,4,Q2
E09000015,HARROW,Jul-Sep ,4.1,4,6.2,26.9,2014,7,Q3
E09000015,HARROW,Oct-Dec ,4.8,4.7,6.6,26,2014,10,Q4
E09000015,HARROW,Jan-Mar ,4.7,4.5,6,26.3,2015,1,Q1
E09000015,HARROW,Apr-Jun ,4.9,4.7,6.4,27.9,2015,4,Q2
E09000015,HARROW,Jul-Sep ,5.4,5.2,7.2,25.4,2015,7,Q3
E09000015,HARROW,Oct-Dec ,5.9,5.6,8.5,25.4,2015,10,Q4
E09000015,HARROW,Jan-Mar ,6.4,6.1,9.8,24.7,2016,1,Q1
E09000015,HARROW,Apr-Jun ,6.4,6.1,10.3,23.7,2016,4,Q2
E09000015,HARROW,Jul-Sep ,5.2,5,8.6,24.9,2016,7,Q3
E09000015,HARROW,Oct-Dec ,4.8,4.5,7.8,24.7,2016,10,Q4
E09000015,HARROW,Jan-Mar ,3.5,3.3,5.4,22.1,2017,1,Q1
E09000015,HARROW,Apr-Jun ,3.2,3.1,4.4,19.9,2017,4,Q2
E09000015,HARROW,Jul-Sep ,2.9,2.8,4.1,20,2017,7,Q3
E09000015,HARROW,Oct-Dec ,2.2,2.1,2.3,20.2,2017,10,Q4
E09000015,HARROW,Jan-Mar ,2.8,2.7,3.1,21.1,2018,1,Q1
E09000015,HARROW,Apr-Jun ,3.9,3.7,5,21.9,2018,4,Q2
E09000015,HARROW,Jul-Sep ,4.5,4.3,5.7,23,2018,7,Q3
E09000015,HARROW,Oct-Dec ,5.2,5.1,6.6,22.6,2018,10,Q4
E09000015,HARROW,Jan-Mar ,5.3,5.1,6.6,27.7,2019,1,Q1
E09000015,HARROW,Apr-Jun ,3.4,3.3,4.2,29.4,2019,4,Q2
E09000015,HARROW,Jul-Sep ,4.8,4.6,4.7,27.2,2019,7,Q3
E09000015,HARROW,Oct-Dec ,5.7,5.5,4.9,30.9,2019,10,Q4
E09000015,HARROW,Jan-Mar ,8.3,8,9.2,25.5,2020,1,Q1
E09000015,HARROW,Apr-Jun ,9.5,9.1,9.5,26.4,2020,4,Q2
E09000015,HARROW,Jul-Sep ,7.9,7.5,7.5,26.7,2020,7,Q3
E09000015,HARROW,Oct-Dec ,6.4,6.1,6.3,21.6,2020,10,Q4
E09000015,HARROW,Jan-Mar ,6.2,6,3.6,17,2021,1,Q1
E09000015,HARROW,Apr-Jun ,6.8,6.6,5.3,14.8,2021,4,Q2
E09000015,HARROW,Jul-Sep ,7.5,7.2,6.9,15.2,2021,7,Q3
E09000015,HARROW,Oct-Dec ,7.7,7.5,7.6,15.2,2021,10,Q4
E09000016,HAVERING,Jan-Mar ,9.3,9.1,10.1,22.4,2012,1,Q1
