Borough_Name,Code,Crime_type,Year,Month,No_of_crimes
NEWHAM,E09000025,Miscellaneous_Crimes,2012,2,190
REDBRIDGE,E09000026,Miscellaneous_Crimes,2012,2,199
RICHMOND UPON THAMES,E09000027,Miscellaneous_Crimes,2012,2,96
SOUTHWARK,E09000028,Miscellaneous_Crimes,2012,2,199
SUTTON,E09000029,Miscellaneous_Crimes,2012,2,113
TOWER HAMLETS,E09000030,Miscellaneous_Crimes,2012,2,185
WALTHAM FOREST,E09000031,Miscellaneous_Crimes,2012,2,171
WANDSWORTH,E09000032,Miscellaneous_Crimes,2012,2,189
WESTMINSTER,E09000033,Miscellaneous_Crimes,2012,2,174
BARKING AND DAGENHAM,E09000002,Property_Crimes,2012,3,884
BARNET,E09000003,Property_Crimes,2012,3,1474
BEXLEY,E09000004,Property_Crimes,2012,3,580
BRENT,E09000005,Property_Crimes,2012,3,1151
BROMLEY,E09000006,Property_Crimes,2012,3,1025
CAMDEN,E09000007,Property_Crimes,2012,3,1973
CROYDON,E09000008,Property_Crimes,2012,3,1323
EALING,E09000009,Property_Crimes,2012,3,1394
ENFIELD,E09000010,Property_Crimes,2012,3,1124
GREENWICH,E09000011,Property_Crimes,2012,3,893
HACKNEY,E09000012,Property_Crimes,2012,3,1526
HAMMERSMITH AND FULHAM,E09000013,Property_Crimes,2012,3,1119
HARINGEY,E09000014,Property_Crimes,2012,3,1268
HARROW,E09000015,Property_Crimes,2012,3,707
HAVERING,E09000016,Property_Crimes,2012,3,974
HILLINGDON,E09000017,Property_Crimes,2012,3,1184
HOUNSLOW,E09000018,Property_Crimes,2012,3,1183
ISLINGTON,E09000019,Property_Crimes,2012,3,1496
KENSINGTON AND CHELSEA,E09000020,Property_Crimes,2012,3,1258
KINGSTON UPON THAMES,E09000021,Property_Crimes,2012,3,577
LAMBETH,E09000022,Property_Crimes,2012,3,1653
LEWISHAM,E09000023,Property_Crimes,2012,3,1197
MERTON,E09000024,Property_Crimes,2012,3,685
NEWHAM,E09000025,Property_Crimes,2012,3,1699
REDBRIDGE,E09000026,Property_Crimes,2012,3,1142
RICHMOND UPON THAMES,E09000027,Property_Crimes,2012,3,590
SOUTHWARK,E09000028,Property_Crimes,2012,3,1423
SUTTON,E09000029,Property_Crimes,2012,3,520
TOWER HAMLETS,E09000030,Property_Crimes,2012,3,1152
WALTHAM FOREST,E09000031,Property_Crimes,2012,3,1160
WANDSWORTH,E09000032,Property_Crimes,2012,3,1614
WESTMINSTER,E09000033,Property_Crimes,2012,3,3892
BARKING AND DAGENHAM,E09000002,Violent_Crimes,2012,3,390
BARNET,E09000003,Violent_Crimes,2012,3,461
BEXLEY,E09000004,Violent_Crimes,2012,3,208
BRENT,E09000005,Violent_Crimes,2012,3,645
BROMLEY,E09000006,Violent_Crimes,2012,3,380
CAMDEN,E09000007,Violent_Crimes,2012,3,450
CROYDON,E09000008,Violent_Crimes,2012,3,734
EALING,E09000009,Violent_Crimes,2012,3,657
ENFIELD,E09000010,Violent_Crimes,2012,3,466
GREENWICH,E09000011,Violent_Crimes,2012,3,442
HACKNEY,E09000012,Violent_Crimes,2012,3,584
HAMMERSMITH AND FULHAM,E09000013,Violent_Crimes,2012,3,351
HARINGEY,E09000014,Violent_Crimes,2012,3,482
HARROW,E09000015,Violent_Crimes,2012,3,325
HAVERING,E09000016,Violent_Crimes,2012,3,267
HILLINGDON,E09000017,Violent_Crimes,2012,3,501
HOUNSLOW,E09000018,Violent_Crimes,2012,3,487
ISLINGTON,E09000019,Violent_Crimes,2012,3,471
KENSINGTON AND CHELSEA,E09000020,Violent_Crimes,2012,3,273
KINGSTON UPON THAMES,E09000021,Violent_Crimes,2012,3,177
LAMBETH,E09000022,Violent_Crimes,2012,3,749
LEWISHAM,E09000023,Violent_Crimes,2012,3,559
MERTON,E09000024,Violent_Crimes,2012,3,263
NEWHAM,E09000025,Violent_Crimes,2012,3,699
REDBRIDGE,E09000026,Violent_Crimes,2012,3,417
RICHMOND UPON THAMES,E09000027,Violent_Crimes,2012,3,182
SOUTHWARK,E09000028,Violent_Crimes,2012,3,707
SUTTON,E09000029,Violent_Crimes,2012,3,252
TOWER HAMLETS,E09000030,Violent_Crimes,2012,3,565
WALTHAM FOREST,E09000031,Violent_Crimes,2012,3,520
WANDSWORTH,E09000032,Violent_Crimes,2012,3,400
WESTMINSTER,E09000033,Violent_Crimes,2012,3,673
BARKING AND DAGENHAM,E09000002,Drug_Related_Crimes,2012,3,64
BARNET,E09000003,Drug_Related_Crimes,2012,3,86
BEXLEY,E09000004,Drug_Related_Crimes,2012,3,99
BRENT,E09000005,Drug_Related_Crimes,2012,3,330
BROMLEY,E09000006,Drug_Related_Crimes,2012,3,96
CAMDEN,E09000007,Drug_Related_Crimes,2012,3,237
CROYDON,E09000008,Drug_Related_Crimes,2012,3,215
EALING,E09000009,Drug_Related_Crimes,2012,3,177
ENFIELD,E09000010,Drug_Related_Crimes,2012,3,102
GREENWICH,E09000011,Drug_Related_Crimes,2012,3,111
HACKNEY,E09000012,Drug_Related_Crimes,2012,3,202
HAMMERSMITH AND FULHAM,E09000013,Drug_Related_Crimes,2012,3,130
HARINGEY,E09000014,Drug_Related_Crimes,2012,3,250
HARROW,E09000015,Drug_Related_Crimes,2012,3,63
HAVERING,E09000016,Drug_Related_Crimes,2012,3,76
HILLINGDON,E09000017,Drug_Related_Crimes,2012,3,89
HOUNSLOW,E09000018,Drug_Related_Crimes,2012,3,144
ISLINGTON,E09000019,Drug_Related_Crimes,2012,3,111
KENSINGTON AND CHELSEA,E09000020,Drug_Related_Crimes,2012,3,98
KINGSTON UPON THAMES,E09000021,Drug_Related_Crimes,2012,3,39
LAMBETH,E09000022,Drug_Related_Crimes,2012,3,273
LEWISHAM,E09000023,Drug_Related_Crimes,2012,3,141
MERTON,E09000024,Drug_Related_Crimes,2012,3,76
NEWHAM,E09000025,Drug_Related_Crimes,2012,3,168
REDBRIDGE,E09000026,Drug_Related_Crimes,2012,3,161
RICHMOND UPON THAMES,E09000027,Drug_Related_Crimes,2012,3,53
SOUTHWARK,E09000028,Drug_Related_Crimes,2012,3,255
SUTTON,E09000029,Drug_Related_Crimes,2012,3,56
TOWER HAMLETS,E09000030,Drug_Related_Crimes,2012,3,248
WALTHAM FOREST,E09000031,Drug_Related_Crimes,2012,3,107
WANDSWORTH,E09000032,Drug_Related_Crimes,2012,3,85
WESTMINSTER,E09000033,Drug_Related_Crimes,2012,3,452
BARKING AND DAGENHAM,E09000002,Public_Order_Crimes,2012,3,25
BARNET,E09000003,Public_Order_Crimes,2012,3,51
BEXLEY,E09000004,Public_Order_Crimes,2012,3,30
BRENT,E09000005,Public_Order_Crimes,2012,3,80
BROMLEY,E09000006,Public_Order_Crimes,2012,3,49
CAMDEN,E09000007,Public_Order_Crimes,2012,3,79
CROYDON,E09000008,Public_Order_Crimes,2012,3,67
EALING,E09000009,Public_Order_Crimes,2012,3,92
ENFIELD,E09000010,Public_Order_Crimes,2012,3,41
GREENWICH,E09000011,Public_Order_Crimes,2012,3,64
HACKNEY,E09000012,Public_Order_Crimes,2012,3,60
HAMMERSMITH AND FULHAM,E09000013,Public_Order_Crimes,2012,3,66
HARINGEY,E09000014,Public_Order_Crimes,2012,3,37
HARROW,E09000015,Public_Order_Crimes,2012,3,23
HAVERING,E09000016,Public_Order_Crimes,2012,3,51
HILLINGDON,E09000017,Public_Order_Crimes,2012,3,69
HOUNSLOW,E09000018,Public_Order_Crimes,2012,3,47
ISLINGTON,E09000019,Public_Order_Crimes,2012,3,90
KENSINGTON AND CHELSEA,E09000020,Public_Order_Crimes,2012,3,33
KINGSTON UPON THAMES,E09000021,Public_Order_Crimes,2012,3,12
LAMBETH,E09000022,Public_Order_Crimes,2012,3,82
LEWISHAM,E09000023,Public_Order_Crimes,2012,3,72
MERTON,E09000024,Public_Order_Crimes,2012,3,29
NEWHAM,E09000025,Public_Order_Crimes,2012,3,76
REDBRIDGE,E09000026,Public_Order_Crimes,2012,3,42
RICHMOND UPON THAMES,E09000027,Public_Order_Crimes,2012,3,33
SOUTHWARK,E09000028,Public_Order_Crimes,2012,3,97
SUTTON,E09000029,Public_Order_Crimes,2012,3,24
TOWER HAMLETS,E09000030,Public_Order_Crimes,2012,3,71
WALTHAM FOREST,E09000031,Public_Order_Crimes,2012,3,33
WANDSWORTH,E09000032,Public_Order_Crimes,2012,3,64
WESTMINSTER,E09000033,Public_Order_Crimes,2012,3,99
BARKING AND DAGENHAM,E09000002,Legal_Process_Crimes,2012,3,1
BARNET,E09000003,Legal_Process_Crimes,2012,3,0
BEXLEY,E09000004,Legal_Process_Crimes,2012,3,4
BRENT,E09000005,Legal_Process_Crimes,2012,3,7
BROMLEY,E09000006,Legal_Process_Crimes,2012,3,2
CAMDEN,E09000007,Legal_Process_Crimes,2012,3,3
CROYDON,E09000008,Legal_Process_Crimes,2012,3,8
EALING,E09000009,Legal_Process_Crimes,2012,3,5
ENFIELD,E09000010,Legal_Process_Crimes,2012,3,3
GREENWICH,E09000011,Legal_Process_Crimes,2012,3,3
HACKNEY,E09000012,Legal_Process_Crimes,2012,3,4
HAMMERSMITH AND FULHAM,E09000013,Legal_Process_Crimes,2012,3,3
HARINGEY,E09000014,Legal_Process_Crimes,2012,3,6
HARROW,E09000015,Legal_Process_Crimes,2012,3,2
HAVERING,E09000016,Legal_Process_Crimes,2012,3,0
HILLINGDON,E09000017,Legal_Process_Crimes,2012,3,13
HOUNSLOW,E09000018,Legal_Process_Crimes,2012,3,10
ISLINGTON,E09000019,Legal_Process_Crimes,2012,3,3
KENSINGTON AND CHELSEA,E09000020,Legal_Process_Crimes,2012,3,2
KINGSTON UPON THAMES,E09000021,Legal_Process_Crimes,2012,3,2
LAMBETH,E09000022,Legal_Process_Crimes,2012,3,3
LEWISHAM,E09000023,Legal_Process_Crimes,2012,3,1
MERTON,E09000024,Legal_Process_Crimes,2012,3,6
NEWHAM,E09000025,Legal_Process_Crimes,2012,3,3
REDBRIDGE,E09000026,Legal_Process_Crimes,2012,3,2
RICHMOND UPON THAMES,E09000027,Legal_Process_Crimes,2012,3,2
SOUTHWARK,E09000028,Legal_Process_Crimes,2012,3,7
SUTTON,E09000029,Legal_Process_Crimes,2012,3,0
TOWER HAMLETS,E09000030,Legal_Process_Crimes,2012,3,4
WALTHAM FOREST,E09000031,Legal_Process_Crimes,2012,3,1
WANDSWORTH,E09000032,Legal_Process_Crimes,2012,3,2
WESTMINSTER,E09000033,Legal_Process_Crimes,2012,3,8
BARKING AND DAGENHAM,E09000002,Weapon_Related_Crimes,2012,3,3
BARNET,E09000003,Weapon_Related_Crimes,2012,3,1
BEXLEY,E09000004,Weapon_Related_Crimes,2012,3,0
BRENT,E09000005,Weapon_Related_Crimes,2012,3,3
BROMLEY,E09000006,Weapon_Related_Crimes,2012,3,4
CAMDEN,E09000007,Weapon_Related_Crimes,2012,3,1
CROYDON,E09000008,Weapon_Related_Crimes,2012,3,2
EALING,E09000009,Weapon_Related_Crimes,2012,3,5
ENFIELD,E09000010,Weapon_Related_Crimes,2012,3,3
GREENWICH,E09000011,Weapon_Related_Crimes,2012,3,2
HACKNEY,E09000012,Weapon_Related_Crimes,2012,3,2
HAMMERSMITH AND FULHAM,E09000013,Weapon_Related_Crimes,2012,3,0
HARINGEY,E09000014,Weapon_Related_Crimes,2012,3,2
HARROW,E09000015,Weapon_Related_Crimes,2012,3,0
HAVERING,E09000016,Weapon_Related_Crimes,2012,3,2
HILLINGDON,E09000017,Weapon_Related_Crimes,2012,3,5
HOUNSLOW,E09000018,Weapon_Related_Crimes,2012,3,3
ISLINGTON,E09000019,Weapon_Related_Crimes,2012,3,1
KENSINGTON AND CHELSEA,E09000020,Weapon_Related_Crimes,2012,3,2
KINGSTON UPON THAMES,E09000021,Weapon_Related_Crimes,2012,3,0
LAMBETH,E09000022,Weapon_Related_Crimes,2012,3,4
LEWISHAM,E09000023,Weapon_Related_Crimes,2012,3,5
MERTON,E09000024,Weapon_Related_Crimes,2012,3,1
NEWHAM,E09000025,Weapon_Related_Crimes,2012,3,2
REDBRIDGE,E09000026,Weapon_Related_Crimes,2012,3,5
RICHMOND UPON THAMES,E09000027,Weapon_Related_Crimes,2012,3,0
SOUTHWARK,E09000028,Weapon_Related_Crimes,2012,3,3
SUTTON,E09000029,Weapon_Related_Crimes,2012,3,3
TOWER HAMLETS,E09000030,Weapon_Related_Crimes,2012,3,2
WALTHAM FOREST,E09000031,Weapon_Related_Crimes,2012,3,1
WANDSWORTH,E09000032,Weapon_Related_Crimes,2012,3,1
WESTMINSTER,E09000033,Weapon_Related_Crimes,2012,3,5
BARKING AND DAGENHAM,E09000002,Miscellaneous_Crimes,2012,3,188
BARNET,E09000003,Miscellaneous_Crimes,2012,3,168
BEXLEY,E09000004,Miscellaneous_Crimes,2012,3,159
BRENT,E09000005,Miscellaneous_Crimes,2012,3,179
BROMLEY,E09000006,Miscellaneous_Crimes,2012,3,198
CAMDEN,E09000007,Miscellaneous_Crimes,2012,3,178
CROYDON,E09000008,Miscellaneous_Crimes,2012,3,286
EALING,E09000009,Miscellaneous_Crimes,2012,3,272
ENFIELD,E09000010,Miscellaneous_Crimes,2012,3,209
GREENWICH,E09000011,Miscellaneous_Crimes,2012,3,216
HACKNEY,E09000012,Miscellaneous_Crimes,2012,3,182
HAMMERSMITH AND FULHAM,E09000013,Miscellaneous_Crimes,2012,3,140
HARINGEY,E09000014,Miscellaneous_Crimes,2012,3,227
HARROW,E09000015,Miscellaneous_Crimes,2012,3,114
HAVERING,E09000016,Miscellaneous_Crimes,2012,3,153
HILLINGDON,E09000017,Miscellaneous_Crimes,2012,3,215
HOUNSLOW,E09000018,Miscellaneous_Crimes,2012,3,237
ISLINGTON,E09000019,Miscellaneous_Crimes,2012,3,167
KENSINGTON AND CHELSEA,E09000020,Miscellaneous_Crimes,2012,3,105
KINGSTON UPON THAMES,E09000021,Miscellaneous_Crimes,2012,3,99
LAMBETH,E09000022,Miscellaneous_Crimes,2012,3,232
LEWISHAM,E09000023,Miscellaneous_Crimes,2012,3,267
MERTON,E09000024,Miscellaneous_Crimes,2012,3,124
NEWHAM,E09000025,Miscellaneous_Crimes,2012,3,215
REDBRIDGE,E09000026,Miscellaneous_Crimes,2012,3,187
RICHMOND UPON THAMES,E09000027,Miscellaneous_Crimes,2012,3,127
SOUTHWARK,E09000028,Miscellaneous_Crimes,2012,3,225
SUTTON,E09000029,Miscellaneous_Crimes,2012,3,152
TOWER HAMLETS,E09000030,Miscellaneous_Crimes,2012,3,212
WALTHAM FOREST,E09000031,Miscellaneous_Crimes,2012,3,182
WANDSWORTH,E09000032,Miscellaneous_Crimes,2012,3,226
WESTMINSTER,E09000033,Miscellaneous_Crimes,2012,3,225
BARKING AND DAGENHAM,E09000002,Property_Crimes,2012,4,696
BARNET,E09000003,Property_Crimes,2012,4,1189
BEXLEY,E09000004,Property_Crimes,2012,4,507
BRENT,E09000005,Property_Crimes,2012,4,950
BROMLEY,E09000006,Property_Crimes,2012,4,843
CAMDEN,E09000007,Property_Crimes,2012,4,1728
CROYDON,E09000008,Property_Crimes,2012,4,1287
EALING,E09000009,Property_Crimes,2012,4,1179
ENFIELD,E09000010,Property_Crimes,2012,4,990
GREENWICH,E09000011,Property_Crimes,2012,4,857
HACKNEY,E09000012,Property_Crimes,2012,4,1333
HAMMERSMITH AND FULHAM,E09000013,Property_Crimes,2012,4,1105
HARINGEY,E09000014,Property_Crimes,2012,4,1049
HARROW,E09000015,Property_Crimes,2012,4,562
HAVERING,E09000016,Property_Crimes,2012,4,761
HILLINGDON,E09000017,Property_Crimes,2012,4,1087
HOUNSLOW,E09000018,Property_Crimes,2012,4,973
ISLINGTON,E09000019,Property_Crimes,2012,4,1310
KENSINGTON AND CHELSEA,E09000020,Property_Crimes,2012,4,1172
KINGSTON UPON THAMES,E09000021,Property_Crimes,2012,4,447
LAMBETH,E09000022,Property_Crimes,2012,4,1649
LEWISHAM,E09000023,Property_Crimes,2012,4,922
MERTON,E09000024,Property_Crimes,2012,4,586
NEWHAM,E09000025,Property_Crimes,2012,4,1226
REDBRIDGE,E09000026,Property_Crimes,2012,4,955
RICHMOND UPON THAMES,E09000027,Property_Crimes,2012,4,541
SOUTHWARK,E09000028,Property_Crimes,2012,4,1189
SUTTON,E09000029,Property_Crimes,2012,4,479
TOWER HAMLETS,E09000030,Property_Crimes,2012,4,1091
WALTHAM FOREST,E09000031,Property_Crimes,2012,4,1069
WANDSWORTH,E09000032,Property_Crimes,2012,4,1290
WESTMINSTER,E09000033,Property_Crimes,2012,4,3302
BARKING AND DAGENHAM,E09000002,Violent_Crimes,2012,4,317
BARNET,E09000003,Violent_Crimes,2012,4,418
BEXLEY,E09000004,Violent_Crimes,2012,4,216
BRENT,E09000005,Violent_Crimes,2012,4,558
BROMLEY,E09000006,Violent_Crimes,2012,4,303
CAMDEN,E09000007,Violent_Crimes,2012,4,464
CROYDON,E09000008,Violent_Crimes,2012,4,585
EALING,E09000009,Violent_Crimes,2012,4,606
ENFIELD,E09000010,Violent_Crimes,2012,4,406
GREENWICH,E09000011,Violent_Crimes,2012,4,399
HACKNEY,E09000012,Violent_Crimes,2012,4,550
HAMMERSMITH AND FULHAM,E09000013,Violent_Crimes,2012,4,332
HARINGEY,E09000014,Violent_Crimes,2012,4,461
HARROW,E09000015,Violent_Crimes,2012,4,258
HAVERING,E09000016,Violent_Crimes,2012,4,254
HILLINGDON,E09000017,Violent_Crimes,2012,4,431
HOUNSLOW,E09000018,Violent_Crimes,2012,4,488
ISLINGTON,E09000019,Violent_Crimes,2012,4,468
KENSINGTON AND CHELSEA,E09000020,Violent_Crimes,2012,4,230
KINGSTON UPON THAMES,E09000021,Violent_Crimes,2012,4,163
LAMBETH,E09000022,Violent_Crimes,2012,4,649
LEWISHAM,E09000023,Violent_Crimes,2012,4,489
MERTON,E09000024,Violent_Crimes,2012,4,228
NEWHAM,E09000025,Violent_Crimes,2012,4,665
REDBRIDGE,E09000026,Violent_Crimes,2012,4,385
RICHMOND UPON THAMES,E09000027,Violent_Crimes,2012,4,207
SOUTHWARK,E09000028,Violent_Crimes,2012,4,624
SUTTON,E09000029,Violent_Crimes,2012,4,231
TOWER HAMLETS,E09000030,Violent_Crimes,2012,4,512
WALTHAM FOREST,E09000031,Violent_Crimes,2012,4,529
WANDSWORTH,E09000032,Violent_Crimes,2012,4,368
WESTMINSTER,E09000033,Violent_Crimes,2012,4,685
BARKING AND DAGENHAM,E09000002,Drug_Related_Crimes,2012,4,73
BARNET,E09000003,Drug_Related_Crimes,2012,4,86
BEXLEY,E09000004,Drug_Related_Crimes,2012,4,58
BRENT,E09000005,Drug_Related_Crimes,2012,4,229
BROMLEY,E09000006,Drug_Related_Crimes,2012,4,85
CAMDEN,E09000007,Drug_Related_Crimes,2012,4,161
CROYDON,E09000008,Drug_Related_Crimes,2012,4,189
EALING,E09000009,Drug_Related_Crimes,2012,4,154
ENFIELD,E09000010,Drug_Related_Crimes,2012,4,95
GREENWICH,E09000011,Drug_Related_Crimes,2012,4,83
HACKNEY,E09000012,Drug_Related_Crimes,2012,4,121
HAMMERSMITH AND FULHAM,E09000013,Drug_Related_Crimes,2012,4,112
HARINGEY,E09000014,Drug_Related_Crimes,2012,4,129
HARROW,E09000015,Drug_Related_Crimes,2012,4,44
HAVERING,E09000016,Drug_Related_Crimes,2012,4,83
HILLINGDON,E09000017,Drug_Related_Crimes,2012,4,66
HOUNSLOW,E09000018,Drug_Related_Crimes,2012,4,141
ISLINGTON,E09000019,Drug_Related_Crimes,2012,4,176
KENSINGTON AND CHELSEA,E09000020,Drug_Related_Crimes,2012,4,84
KINGSTON UPON THAMES,E09000021,Drug_Related_Crimes,2012,4,28
LAMBETH,E09000022,Drug_Related_Crimes,2012,4,175
LEWISHAM,E09000023,Drug_Related_Crimes,2012,4,127
MERTON,E09000024,Drug_Related_Crimes,2012,4,69
NEWHAM,E09000025,Drug_Related_Crimes,2012,4,161
REDBRIDGE,E09000026,Drug_Related_Crimes,2012,4,141
RICHMOND UPON THAMES,E09000027,Drug_Related_Crimes,2012,4,19
SOUTHWARK,E09000028,Drug_Related_Crimes,2012,4,167
SUTTON,E09000029,Drug_Related_Crimes,2012,4,35
TOWER HAMLETS,E09000030,Drug_Related_Crimes,2012,4,201
WALTHAM FOREST,E09000031,Drug_Related_Crimes,2012,4,80
WANDSWORTH,E09000032,Drug_Related_Crimes,2012,4,71
WESTMINSTER,E09000033,Drug_Related_Crimes,2012,4,338
BARKING AND DAGENHAM,E09000002,Public_Order_Crimes,2012,4,42
BARNET,E09000003,Public_Order_Crimes,2012,4,52
BEXLEY,E09000004,Public_Order_Crimes,2012,4,30
BRENT,E09000005,Public_Order_Crimes,2012,4,89
BROMLEY,E09000006,Public_Order_Crimes,2012,4,33
CAMDEN,E09000007,Public_Order_Crimes,2012,4,66
CROYDON,E09000008,Public_Order_Crimes,2012,4,66
EALING,E09000009,Public_Order_Crimes,2012,4,70
ENFIELD,E09000010,Public_Order_Crimes,2012,4,23
GREENWICH,E09000011,Public_Order_Crimes,2012,4,60
HACKNEY,E09000012,Public_Order_Crimes,2012,4,55
HAMMERSMITH AND FULHAM,E09000013,Public_Order_Crimes,2012,4,76
HARINGEY,E09000014,Public_Order_Crimes,2012,4,47
HARROW,E09000015,Public_Order_Crimes,2012,4,24
HAVERING,E09000016,Public_Order_Crimes,2012,4,30
HILLINGDON,E09000017,Public_Order_Crimes,2012,4,51
HOUNSLOW,E09000018,Public_Order_Crimes,2012,4,51
ISLINGTON,E09000019,Public_Order_Crimes,2012,4,81
KENSINGTON AND CHELSEA,E09000020,Public_Order_Crimes,2012,4,26
KINGSTON UPON THAMES,E09000021,Public_Order_Crimes,2012,4,39
LAMBETH,E09000022,Public_Order_Crimes,2012,4,69
LEWISHAM,E09000023,Public_Order_Crimes,2012,4,81
MERTON,E09000024,Public_Order_Crimes,2012,4,28
NEWHAM,E09000025,Public_Order_Crimes,2012,4,51
REDBRIDGE,E09000026,Public_Order_Crimes,2012,4,28
RICHMOND UPON THAMES,E09000027,Public_Order_Crimes,2012,4,30
SOUTHWARK,E09000028,Public_Order_Crimes,2012,4,71
SUTTON,E09000029,Public_Order_Crimes,2012,4,32
TOWER HAMLETS,E09000030,Public_Order_Crimes,2012,4,54
WALTHAM FOREST,E09000031,Public_Order_Crimes,2012,4,46
WANDSWORTH,E09000032,Public_Order_Crimes,2012,4,53
WESTMINSTER,E09000033,Public_Order_Crimes,2012,4,102
BARKING AND DAGENHAM,E09000002,Legal_Process_Crimes,2012,4,3
BARNET,E09000003,Legal_Process_Crimes,2012,4,2
BEXLEY,E09000004,Legal_Process_Crimes,2012,4,0
BRENT,E09000005,Legal_Process_Crimes,2012,4,5
BROMLEY,E09000006,Legal_Process_Crimes,2012,4,0
CAMDEN,E09000007,Legal_Process_Crimes,2012,4,1
CROYDON,E09000008,Legal_Process_Crimes,2012,4,10
EALING,E09000009,Legal_Process_Crimes,2012,4,3
ENFIELD,E09000010,Legal_Process_Crimes,2012,4,3
GREENWICH,E09000011,Legal_Process_Crimes,2012,4,3
HACKNEY,E09000012,Legal_Process_Crimes,2012,4,7
HAMMERSMITH AND FULHAM,E09000013,Legal_Process_Crimes,2012,4,4
HARINGEY,E09000014,Legal_Process_Crimes,2012,4,6
HARROW,E09000015,Legal_Process_Crimes,2012,4,0
HAVERING,E09000016,Legal_Process_Crimes,2012,4,0
HILLINGDON,E09000017,Legal_Process_Crimes,2012,4,17
HOUNSLOW,E09000018,Legal_Process_Crimes,2012,4,4
ISLINGTON,E09000019,Legal_Process_Crimes,2012,4,3
KENSINGTON AND CHELSEA,E09000020,Legal_Process_Crimes,2012,4,3
KINGSTON UPON THAMES,E09000021,Legal_Process_Crimes,2012,4,1
LAMBETH,E09000022,Legal_Process_Crimes,2012,4,5
LEWISHAM,E09000023,Legal_Process_Crimes,2012,4,3
MERTON,E09000024,Legal_Process_Crimes,2012,4,1
NEWHAM,E09000025,Legal_Process_Crimes,2012,4,3
REDBRIDGE,E09000026,Legal_Process_Crimes,2012,4,2
RICHMOND UPON THAMES,E09000027,Legal_Process_Crimes,2012,4,3
SOUTHWARK,E09000028,Legal_Process_Crimes,2012,4,8
SUTTON,E09000029,Legal_Process_Crimes,2012,4,0
TOWER HAMLETS,E09000030,Legal_Process_Crimes,2012,4,2
WALTHAM FOREST,E09000031,Legal_Process_Crimes,2012,4,1
WANDSWORTH,E09000032,Legal_Process_Crimes,2012,4,5
WESTMINSTER,E09000033,Legal_Process_Crimes,2012,4,3
BARKING AND DAGENHAM,E09000002,Weapon_Related_Crimes,2012,4,0
BARNET,E09000003,Weapon_Related_Crimes,2012,4,2
BEXLEY,E09000004,Weapon_Related_Crimes,2012,4,1
BRENT,E09000005,Weapon_Related_Crimes,2012,4,2
BROMLEY,E09000006,Weapon_Related_Crimes,2012,4,0
CAMDEN,E09000007,Weapon_Related_Crimes,2012,4,4
CROYDON,E09000008,Weapon_Related_Crimes,2012,4,2
EALING,E09000009,Weapon_Related_Crimes,2012,4,1
ENFIELD,E09000010,Weapon_Related_Crimes,2012,4,3
GREENWICH,E09000011,Weapon_Related_Crimes,2012,4,1
HACKNEY,E09000012,Weapon_Related_Crimes,2012,4,3
HAMMERSMITH AND FULHAM,E09000013,Weapon_Related_Crimes,2012,4,2
HARINGEY,E09000014,Weapon_Related_Crimes,2012,4,3
HARROW,E09000015,Weapon_Related_Crimes,2012,4,0
HAVERING,E09000016,Weapon_Related_Crimes,2012,4,0
HILLINGDON,E09000017,Weapon_Related_Crimes,2012,4,6
HOUNSLOW,E09000018,Weapon_Related_Crimes,2012,4,2
ISLINGTON,E09000019,Weapon_Related_Crimes,2012,4,1
KENSINGTON AND CHELSEA,E09000020,Weapon_Related_Crimes,2012,4,1
KINGSTON UPON THAMES,E09000021,Weapon_Related_Crimes,2012,4,0
LAMBETH,E09000022,Weapon_Related_Crimes,2012,4,2
LEWISHAM,E09000023,Weapon_Related_Crimes,2012,4,4
MERTON,E09000024,Weapon_Related_Crimes,2012,4,0
NEWHAM,E09000025,Weapon_Related_Crimes,2012,4,6
REDBRIDGE,E09000026,Weapon_Related_Crimes,2012,4,0
RICHMOND UPON THAMES,E09000027,Weapon_Related_Crimes,2012,4,1
SOUTHWARK,E09000028,Weapon_Related_Crimes,2012,4,4
SUTTON,E09000029,Weapon_Related_Crimes,2012,4,2
TOWER HAMLETS,E09000030,Weapon_Related_Crimes,2012,4,2
WALTHAM FOREST,E09000031,Weapon_Related_Crimes,2012,4,0
WANDSWORTH,E09000032,Weapon_Related_Crimes,2012,4,0
WESTMINSTER,E09000033,Weapon_Related_Crimes,2012,4,3
BARKING AND DAGENHAM,E09000002,Miscellaneous_Crimes,2012,4,142
BARNET,E09000003,Miscellaneous_Crimes,2012,4,190
BEXLEY,E09000004,Miscellaneous_Crimes,2012,4,130
BRENT,E09000005,Miscellaneous_Crimes,2012,4,206
BROMLEY,E09000006,Miscellaneous_Crimes,2012,4,170
CAMDEN,E09000007,Miscellaneous_Crimes,2012,4,174
CROYDON,E09000008,Miscellaneous_Crimes,2012,4,267
EALING,E09000009,Miscellaneous_Crimes,2012,4,190
ENFIELD,E09000010,Miscellaneous_Crimes,2012,4,169
GREENWICH,E09000011,Miscellaneous_Crimes,2012,4,178
